Gender,Age,Driving_License,Region_Code,Previously_Insured,Vehicle_Age,Vehicle_Damage,Annual_Premium,Policy_Sales_Channel,Vintage,Response
Female,51.0,1,8.0,0,1-2 Year,Yes,29796.0,124.0,291,1
Male,24.0,1,8.0,0,< 1 Year,Yes,44492.0,160.0,131,0
Female,24.0,1,45.0,1,< 1 Year,No,27440.0,152.0,200,0
Male,26.0,1,11.0,1,< 1 Year,No,29045.0,152.0,144,0
Female,27.0,1,35.0,1,< 1 Year,No,28236.0,152.0,140,0
Female,28.0,1,28.0,1,< 1 Year,No,34701.0,152.0,53,0
Female,24.0,1,36.0,1,< 1 Year,No,26584.0,152.0,123,0
Female,25.0,1,3.0,0,< 1 Year,No,2630.0,152.0,205,0
Female,45.0,1,28.0,0,1-2 Year,Yes,2630.0,124.0,134,0
Female,25.0,1,16.0,1,< 1 Year,No,35241.0,152.0,48,0
Male,25.0,1,41.0,0,< 1 Year,No,32644.0,152.0,38,0
Female,62.0,1,18.0,0,1-2 Year,Yes,28556.0,26.0,55,1
Male,43.0,1,28.0,1,1-2 Year,No,43526.0,124.0,224,0
Female,45.0,1,8.0,1,1-2 Year,No,47880.0,124.0,41,0
Female,22.0,1,45.0,1,< 1 Year,No,23517.0,152.0,134,0
Male,50.0,1,28.0,1,1-2 Year,No,34946.0,124.0,41,0
Male,28.0,1,15.0,1,< 1 Year,No,46028.0,152.0,97,0
Female,31.0,1,47.0,1,< 1 Year,No,2630.0,152.0,19,0
Male,21.0,1,11.0,1,< 1 Year,No,16753.0,160.0,17,0
Male,52.0,1,8.0,0,> 2 Years,Yes,2630.0,26.0,174,1
Male,59.0,1,28.0,0,1-2 Year,No,32021.0,26.0,180,0
Female,57.0,1,0.0,0,1-2 Year,Yes,2630.0,133.0,179,0
Female,25.0,1,49.0,1,< 1 Year,No,26634.0,152.0,155,0
Male,23.0,1,6.0,1,< 1 Year,No,22732.0,152.0,56,0
Male,37.0,1,28.0,1,1-2 Year,No,22634.0,24.0,171,0
Female,24.0,1,28.0,1,< 1 Year,No,28816.0,152.0,12,0
Male,68.0,1,28.0,0,1-2 Year,Yes,44153.0,122.0,257,0
Female,41.0,1,28.0,0,1-2 Year,No,39963.0,156.0,225,0
Male,21.0,1,6.0,1,< 1 Year,No,23594.0,152.0,24,0
Male,20.0,1,45.0,0,< 1 Year,No,2630.0,160.0,119,0
Female,37.0,1,8.0,0,1-2 Year,Yes,2630.0,7.0,236,1
Male,44.0,1,28.0,0,1-2 Year,No,23142.0,124.0,51,0
Male,73.0,1,28.0,0,1-2 Year,Yes,26894.0,26.0,81,0
Male,80.0,1,28.0,0,1-2 Year,Yes,38341.0,26.0,216,1
Female,24.0,1,45.0,1,< 1 Year,No,25465.0,152.0,78,0
Male,30.0,1,15.0,1,< 1 Year,No,25395.0,152.0,143,0
Male,55.0,1,8.0,0,> 2 Years,Yes,33305.0,157.0,288,0
Female,22.0,1,28.0,0,< 1 Year,Yes,51746.0,152.0,138,0
Male,26.0,1,29.0,1,< 1 Year,No,26341.0,152.0,96,0
Female,21.0,1,28.0,0,< 1 Year,Yes,42379.0,152.0,287,1
Female,32.0,1,28.0,0,< 1 Year,Yes,37222.0,26.0,201,0
Female,28.0,1,50.0,1,< 1 Year,No,2630.0,152.0,92,0
Female,28.0,1,33.0,1,< 1 Year,No,32250.0,152.0,153,0
Female,46.0,1,28.0,0,1-2 Year,Yes,56684.0,26.0,180,0
Male,28.0,1,37.0,1,1-2 Year,No,30144.0,124.0,205,0
Female,23.0,1,3.0,1,< 1 Year,No,20283.0,152.0,270,0
Female,28.0,1,28.0,1,< 1 Year,No,27199.0,152.0,213,0
Female,26.0,1,22.0,1,< 1 Year,No,42084.0,152.0,60,0
Male,40.0,1,3.0,0,1-2 Year,Yes,2630.0,26.0,183,1
Male,58.0,1,8.0,0,1-2 Year,Yes,40451.0,124.0,160,0
Female,24.0,1,52.0,1,< 1 Year,No,2630.0,160.0,44,0
Male,53.0,1,28.0,0,1-2 Year,Yes,2630.0,6.0,264,0
Male,24.0,1,6.0,1,< 1 Year,No,22733.0,152.0,66,0
Female,27.0,1,46.0,0,< 1 Year,Yes,2630.0,156.0,270,0
Male,53.0,1,8.0,0,1-2 Year,Yes,45684.0,124.0,269,0
Female,25.0,1,47.0,1,< 1 Year,No,31356.0,152.0,128,0
Female,26.0,1,46.0,0,< 1 Year,Yes,24554.0,163.0,22,0
Male,41.0,1,28.0,0,1-2 Year,Yes,57736.0,26.0,157,1
Male,28.0,1,28.0,1,< 1 Year,No,54415.0,152.0,295,0
Female,45.0,1,28.0,0,1-2 Year,No,2630.0,26.0,280,0
Female,22.0,1,8.0,1,< 1 Year,No,26452.0,152.0,186,0
Female,21.0,1,8.0,1,< 1 Year,No,33794.0,160.0,184,0
Male,24.0,1,10.0,1,< 1 Year,No,26586.0,152.0,244,0
Male,23.0,1,27.0,1,< 1 Year,No,2630.0,151.0,150,0
Female,22.0,1,23.0,1,< 1 Year,No,28832.0,152.0,59,0
Female,21.0,1,15.0,1,< 1 Year,No,50510.0,160.0,98,0
Male,39.0,1,28.0,0,1-2 Year,Yes,27322.0,26.0,234,0
Female,54.0,1,48.0,0,1-2 Year,Yes,2630.0,155.0,242,1
Male,57.0,1,15.0,1,1-2 Year,No,40276.0,124.0,118,0
Male,38.0,1,48.0,1,1-2 Year,No,2630.0,124.0,167,0
Male,33.0,1,3.0,0,1-2 Year,No,35927.0,121.0,10,0
Male,25.0,1,6.0,1,< 1 Year,No,37154.0,152.0,170,0
Male,45.0,1,23.0,1,1-2 Year,No,27541.0,124.0,200,0
Female,49.0,1,24.0,0,1-2 Year,Yes,20596.0,124.0,97,0
Male,79.0,1,28.0,0,> 2 Years,Yes,167548.0,55.0,59,0
Male,25.0,1,3.0,1,< 1 Year,No,23181.0,152.0,243,0
Female,41.0,1,28.0,0,1-2 Year,Yes,34255.0,157.0,285,0
Female,23.0,1,8.0,1,< 1 Year,No,21191.0,152.0,185,0
Male,25.0,1,8.0,0,< 1 Year,Yes,2630.0,160.0,113,0
Female,55.0,1,28.0,0,1-2 Year,Yes,43731.0,26.0,117,0
Female,28.0,1,18.0,1,< 1 Year,No,20716.0,152.0,201,0
Female,38.0,1,18.0,0,1-2 Year,Yes,35607.0,124.0,105,0
Male,24.0,1,21.0,1,< 1 Year,No,30356.0,152.0,135,0
Male,58.0,1,28.0,0,1-2 Year,Yes,2630.0,26.0,87,0
Male,52.0,1,28.0,0,1-2 Year,No,31310.0,139.0,191,0
Female,41.0,1,30.0,1,1-2 Year,No,25939.0,152.0,216,0
Female,68.0,1,28.0,0,1-2 Year,Yes,60444.0,122.0,119,0
Female,46.0,1,28.0,0,1-2 Year,Yes,34340.0,26.0,63,0
Male,47.0,1,11.0,0,1-2 Year,Yes,17981.0,26.0,64,1
Female,24.0,1,18.0,1,< 1 Year,No,36923.0,152.0,46,0
Male,24.0,1,28.0,1,< 1 Year,No,59751.0,152.0,60,0
Male,44.0,1,46.0,0,1-2 Year,Yes,40188.0,124.0,131,1
Female,23.0,1,39.0,0,< 1 Year,No,40723.0,151.0,292,0
Male,47.0,1,28.0,0,1-2 Year,Yes,36313.0,124.0,100,0
Male,43.0,1,49.0,1,1-2 Year,No,33548.0,154.0,15,0
Male,25.0,1,33.0,0,< 1 Year,Yes,28125.0,152.0,268,0
Male,21.0,1,30.0,0,< 1 Year,Yes,18736.0,160.0,281,0
Male,26.0,1,28.0,1,< 1 Year,No,89843.0,152.0,16,0
Female,38.0,1,8.0,1,1-2 Year,No,44367.0,26.0,259,0
Male,33.0,1,46.0,1,1-2 Year,Yes,18428.0,156.0,40,0
Female,25.0,1,41.0,1,< 1 Year,No,27725.0,152.0,126,0
Male,26.0,1,8.0,0,< 1 Year,Yes,46879.0,156.0,253,0
Male,46.0,1,48.0,0,> 2 Years,Yes,2630.0,124.0,97,0
Male,22.0,1,18.0,1,< 1 Year,No,37330.0,152.0,163,0
Female,24.0,1,8.0,1,< 1 Year,No,33637.0,152.0,157,0
Male,25.0,1,11.0,1,< 1 Year,No,30948.0,152.0,286,0
Female,23.0,1,28.0,0,< 1 Year,Yes,38819.0,152.0,128,0
Female,46.0,1,28.0,0,1-2 Year,Yes,42782.0,61.0,180,0
Female,33.0,1,10.0,1,< 1 Year,No,27322.0,152.0,50,0
Female,23.0,1,18.0,1,< 1 Year,No,29223.0,152.0,89,0
Male,35.0,1,8.0,0,< 1 Year,Yes,2630.0,1.0,267,0
Male,33.0,1,28.0,0,< 1 Year,Yes,70496.0,124.0,229,1
Male,70.0,1,46.0,0,1-2 Year,Yes,32288.0,91.0,198,0
Female,66.0,1,11.0,0,1-2 Year,No,2630.0,124.0,34,0
Male,47.0,1,47.0,1,1-2 Year,No,34169.0,26.0,202,0
Male,24.0,1,30.0,1,< 1 Year,No,28138.0,152.0,149,0
Male,43.0,1,13.0,0,1-2 Year,Yes,33399.0,26.0,42,0
Male,41.0,1,14.0,1,1-2 Year,No,27588.0,124.0,255,0
Female,33.0,1,11.0,0,< 1 Year,Yes,22672.0,124.0,237,1
Female,21.0,1,45.0,0,< 1 Year,Yes,26812.0,152.0,194,0
Male,49.0,1,15.0,1,1-2 Year,No,50511.0,124.0,246,0
Female,43.0,1,28.0,0,1-2 Year,Yes,36841.0,124.0,213,0
Male,25.0,1,6.0,1,< 1 Year,No,35770.0,160.0,176,0
Male,24.0,1,28.0,0,< 1 Year,Yes,24788.0,124.0,176,0
Male,45.0,1,50.0,1,1-2 Year,No,32933.0,26.0,31,0
Female,22.0,1,28.0,0,< 1 Year,Yes,43393.0,152.0,178,0
Female,62.0,1,28.0,0,1-2 Year,Yes,26678.0,26.0,273,0
Female,23.0,1,46.0,1,< 1 Year,No,17854.0,152.0,173,0
Female,44.0,1,28.0,0,1-2 Year,Yes,2630.0,124.0,227,0
Female,21.0,1,16.0,1,< 1 Year,No,22513.0,152.0,294,0
Male,41.0,1,29.0,0,1-2 Year,Yes,33223.0,124.0,45,0
Male,25.0,1,8.0,1,< 1 Year,No,46763.0,152.0,191,0
Male,43.0,1,24.0,1,1-2 Year,No,23203.0,145.0,253,0
Male,35.0,1,15.0,1,1-2 Year,No,2630.0,124.0,229,0
Male,40.0,1,40.0,0,> 2 Years,Yes,36716.0,23.0,67,1
Male,41.0,1,8.0,0,1-2 Year,No,28768.0,124.0,284,0
Male,37.0,1,30.0,0,1-2 Year,Yes,2630.0,124.0,281,0
Female,24.0,1,8.0,1,< 1 Year,No,32246.0,152.0,87,0
Male,50.0,1,16.0,0,1-2 Year,Yes,35947.0,124.0,233,0
Male,50.0,1,50.0,0,1-2 Year,Yes,2630.0,156.0,70,0
Male,33.0,1,33.0,0,1-2 Year,Yes,2630.0,124.0,112,0
Male,38.0,1,12.0,0,1-2 Year,Yes,2630.0,156.0,202,0
Female,51.0,1,20.0,1,1-2 Year,No,2630.0,11.0,86,0
Male,45.0,1,31.0,1,1-2 Year,Yes,2630.0,26.0,176,0
Female,43.0,1,15.0,0,1-2 Year,No,34048.0,26.0,83,0
Male,54.0,1,7.0,1,1-2 Year,No,2630.0,26.0,73,0
Male,22.0,1,18.0,1,< 1 Year,No,24284.0,152.0,31,0
Male,22.0,1,8.0,1,< 1 Year,No,30879.0,152.0,112,0
Male,39.0,1,8.0,1,1-2 Year,No,2630.0,152.0,200,0
Male,44.0,1,11.0,0,1-2 Year,No,19270.0,26.0,225,0
Female,21.0,1,18.0,1,< 1 Year,No,31157.0,152.0,243,0
Male,61.0,1,24.0,1,1-2 Year,No,2630.0,122.0,20,0
Male,44.0,1,28.0,0,> 2 Years,Yes,42794.0,26.0,170,0
Male,58.0,1,46.0,1,1-2 Year,No,2630.0,160.0,40,0
Female,33.0,1,6.0,0,< 1 Year,Yes,21531.0,152.0,110,0
Female,23.0,1,37.0,0,< 1 Year,No,51764.0,152.0,285,0
Female,74.0,1,28.0,1,1-2 Year,No,35479.0,26.0,293,0
Female,27.0,1,8.0,1,< 1 Year,No,45896.0,152.0,243,0
Male,71.0,1,4.0,1,1-2 Year,No,28840.0,26.0,24,0
Male,31.0,1,49.0,0,1-2 Year,Yes,32273.0,154.0,265,0
Male,54.0,1,3.0,1,1-2 Year,No,21119.0,29.0,49,0
Male,47.0,1,46.0,0,> 2 Years,Yes,42116.0,124.0,37,0
Female,28.0,1,30.0,1,< 1 Year,No,28287.0,152.0,181,0
Male,36.0,1,34.0,1,1-2 Year,No,29068.0,152.0,110,0
Female,26.0,1,5.0,1,< 1 Year,No,34216.0,152.0,176,0
Male,55.0,1,31.0,0,1-2 Year,Yes,2630.0,97.0,187,0
Female,28.0,1,30.0,1,< 1 Year,No,31591.0,152.0,144,0
Male,25.0,1,29.0,0,< 1 Year,Yes,33612.0,152.0,205,0
Male,28.0,1,28.0,1,< 1 Year,No,43221.0,152.0,140,0
Male,35.0,1,28.0,0,1-2 Year,No,47793.0,152.0,294,0
Female,33.0,1,28.0,0,< 1 Year,Yes,95407.0,26.0,165,0
Male,34.0,1,29.0,0,1-2 Year,Yes,2630.0,124.0,81,1
Female,52.0,1,46.0,0,1-2 Year,Yes,2630.0,154.0,135,1
Female,24.0,1,39.0,1,< 1 Year,No,25979.0,152.0,213,0
Female,29.0,1,41.0,1,< 1 Year,No,33875.0,152.0,14,0
Female,24.0,1,39.0,0,< 1 Year,Yes,2630.0,152.0,136,0
Female,31.0,1,28.0,1,1-2 Year,No,31147.0,163.0,137,0
Female,70.0,1,28.0,0,1-2 Year,Yes,42104.0,124.0,141,0
Male,42.0,1,29.0,0,1-2 Year,Yes,52698.0,156.0,201,1
Female,61.0,1,11.0,0,1-2 Year,Yes,44614.0,26.0,126,0
Male,25.0,1,29.0,1,< 1 Year,No,36005.0,152.0,73,0
Female,22.0,1,46.0,0,< 1 Year,Yes,30480.0,152.0,30,0
Male,68.0,1,28.0,1,1-2 Year,No,29144.0,26.0,126,0
Male,44.0,1,4.0,0,1-2 Year,Yes,29389.0,124.0,39,1
Male,28.0,1,33.0,0,1-2 Year,Yes,2630.0,26.0,60,0
Male,21.0,1,12.0,0,< 1 Year,Yes,34435.0,152.0,67,0
Male,51.0,1,28.0,0,1-2 Year,Yes,2630.0,157.0,16,0
Female,25.0,1,28.0,1,< 1 Year,No,34566.0,26.0,210,0
Female,25.0,1,6.0,0,< 1 Year,Yes,42796.0,152.0,237,1
Male,23.0,1,8.0,1,< 1 Year,No,40432.0,152.0,80,0
Male,44.0,1,28.0,0,1-2 Year,Yes,70357.0,26.0,134,1
Male,51.0,1,49.0,0,1-2 Year,Yes,28262.0,26.0,60,0
Male,24.0,1,15.0,0,< 1 Year,Yes,2630.0,160.0,167,0
Male,22.0,1,46.0,1,< 1 Year,No,32827.0,152.0,77,0
Female,42.0,1,14.0,0,1-2 Year,Yes,51093.0,26.0,43,0
Female,22.0,1,34.0,0,< 1 Year,Yes,23521.0,160.0,178,0
Female,31.0,1,47.0,1,< 1 Year,No,30639.0,152.0,173,0
Male,43.0,1,2.0,0,1-2 Year,Yes,39640.0,26.0,273,0
Male,42.0,1,29.0,0,1-2 Year,No,2630.0,156.0,212,0
Male,21.0,1,46.0,0,< 1 Year,Yes,17098.0,160.0,138,0
Male,42.0,1,47.0,1,1-2 Year,No,28361.0,26.0,112,0
Female,21.0,1,41.0,1,< 1 Year,No,19590.0,152.0,241,0
Male,50.0,1,33.0,0,1-2 Year,No,2630.0,156.0,41,0
Male,42.0,1,28.0,0,1-2 Year,Yes,38418.0,13.0,245,0
Male,49.0,1,8.0,0,1-2 Year,Yes,45055.0,124.0,77,1
Male,59.0,1,28.0,0,1-2 Year,No,2630.0,122.0,45,0
Male,26.0,1,35.0,1,< 1 Year,No,35991.0,152.0,152,0
Male,26.0,1,33.0,1,< 1 Year,No,39000.0,152.0,126,0
Male,37.0,1,8.0,0,1-2 Year,No,29878.0,7.0,200,0
Male,44.0,1,29.0,1,1-2 Year,No,31443.0,124.0,102,0
Male,28.0,1,3.0,1,< 1 Year,No,38737.0,152.0,150,0
Male,28.0,1,41.0,1,1-2 Year,No,23289.0,124.0,192,0
Female,61.0,1,28.0,1,1-2 Year,No,39970.0,124.0,52,0
Female,79.0,1,26.0,0,> 2 Years,Yes,26587.0,124.0,255,0
Female,31.0,1,21.0,1,< 1 Year,No,35533.0,152.0,70,0
Female,23.0,1,11.0,0,< 1 Year,Yes,35259.0,152.0,249,0
Female,53.0,1,3.0,0,1-2 Year,Yes,21829.0,155.0,197,1
Male,42.0,1,46.0,0,1-2 Year,Yes,19689.0,154.0,95,0
Female,24.0,1,15.0,1,< 1 Year,No,74300.0,152.0,51,0
Female,24.0,1,14.0,1,< 1 Year,No,37049.0,152.0,70,0
Male,33.0,1,28.0,1,1-2 Year,No,42024.0,124.0,246,0
Female,20.0,1,50.0,1,< 1 Year,No,32326.0,160.0,117,0
Male,23.0,1,8.0,1,< 1 Year,No,29516.0,160.0,22,0
Male,76.0,1,46.0,0,1-2 Year,Yes,23860.0,26.0,242,0
Female,26.0,1,30.0,1,1-2 Year,No,2630.0,124.0,296,0
Female,26.0,1,24.0,1,< 1 Year,No,33226.0,152.0,25,0
Female,21.0,1,32.0,1,< 1 Year,No,34378.0,152.0,91,0
Female,34.0,1,35.0,1,1-2 Year,No,29685.0,152.0,111,0
Female,49.0,1,1.0,1,1-2 Year,No,2630.0,29.0,56,0
Female,25.0,1,15.0,1,< 1 Year,No,24142.0,152.0,160,0
Male,24.0,1,37.0,1,< 1 Year,No,32592.0,152.0,80,0
Male,24.0,1,15.0,0,< 1 Year,No,28734.0,152.0,207,0
Female,45.0,1,44.0,0,1-2 Year,Yes,21939.0,124.0,125,1
Male,34.0,1,28.0,0,1-2 Year,Yes,2630.0,124.0,289,1
Male,26.0,1,28.0,1,< 1 Year,No,27504.0,152.0,97,0
Male,24.0,1,11.0,1,< 1 Year,No,26930.0,152.0,45,0
Male,59.0,1,28.0,0,1-2 Year,Yes,30359.0,155.0,144,0
Female,57.0,1,47.0,0,1-2 Year,Yes,24695.0,155.0,113,0
Male,36.0,1,33.0,1,1-2 Year,Yes,33901.0,124.0,287,0
Male,53.0,1,28.0,0,1-2 Year,Yes,56046.0,124.0,22,1
Male,24.0,1,13.0,1,< 1 Year,No,17230.0,152.0,202,0
Female,24.0,1,42.0,0,< 1 Year,Yes,29179.0,152.0,278,0
Male,54.0,1,8.0,0,1-2 Year,Yes,34198.0,124.0,10,0
Male,56.0,1,28.0,0,1-2 Year,Yes,44002.0,26.0,72,0
Female,24.0,1,36.0,0,< 1 Year,Yes,40795.0,152.0,196,0
Male,26.0,1,29.0,1,< 1 Year,No,30967.0,152.0,214,0
Male,39.0,1,9.0,0,1-2 Year,Yes,24546.0,124.0,187,1
Male,58.0,1,28.0,0,1-2 Year,Yes,47842.0,124.0,86,0
Male,29.0,1,28.0,0,1-2 Year,No,2630.0,157.0,229,0
Female,25.0,1,8.0,1,< 1 Year,No,66607.0,152.0,164,0
Female,21.0,1,28.0,0,1-2 Year,Yes,43057.0,157.0,141,0
Female,21.0,1,46.0,0,< 1 Year,Yes,27550.0,152.0,234,0
Male,67.0,1,8.0,0,> 2 Years,Yes,52387.0,124.0,99,0
Male,49.0,1,50.0,0,1-2 Year,Yes,23194.0,124.0,67,0
Male,36.0,1,29.0,0,1-2 Year,No,32715.0,124.0,271,0
Female,73.0,1,28.0,0,1-2 Year,Yes,33474.0,26.0,179,0
Female,22.0,1,24.0,1,< 1 Year,No,2630.0,152.0,218,0
Male,33.0,1,39.0,0,1-2 Year,Yes,30104.0,124.0,275,0
Male,74.0,1,28.0,1,1-2 Year,No,41599.0,124.0,243,0
Male,46.0,1,28.0,0,1-2 Year,Yes,35492.0,124.0,141,0
Male,22.0,1,15.0,0,< 1 Year,Yes,34814.0,152.0,270,0
Male,41.0,1,28.0,1,1-2 Year,No,67101.0,61.0,57,0
Female,24.0,1,13.0,1,< 1 Year,No,35471.0,152.0,53,0
Female,58.0,1,26.0,0,1-2 Year,Yes,22261.0,152.0,27,0
Female,24.0,1,17.0,1,< 1 Year,No,53136.0,152.0,167,0
Female,28.0,1,18.0,1,< 1 Year,No,20064.0,152.0,221,0
Female,21.0,1,15.0,0,< 1 Year,No,2630.0,152.0,198,0
Female,28.0,1,30.0,1,< 1 Year,No,25765.0,152.0,275,0
Male,48.0,1,8.0,1,1-2 Year,No,30289.0,26.0,261,0
Female,25.0,1,28.0,1,< 1 Year,No,23917.0,152.0,142,0
Male,43.0,1,28.0,0,1-2 Year,Yes,50067.0,124.0,175,0
Female,23.0,1,12.0,1,< 1 Year,No,29564.0,152.0,98,0
Male,57.0,1,48.0,0,> 2 Years,Yes,2630.0,157.0,148,0
Female,31.0,1,28.0,0,< 1 Year,Yes,38393.0,152.0,223,0
Male,73.0,1,3.0,0,1-2 Year,Yes,2630.0,26.0,30,0
Female,41.0,1,28.0,0,1-2 Year,Yes,93345.0,26.0,51,0
Male,62.0,1,46.0,1,1-2 Year,No,24247.0,11.0,82,0
Male,67.0,1,41.0,1,1-2 Year,No,47521.0,12.0,289,0
Female,53.0,1,8.0,1,1-2 Year,No,39173.0,26.0,211,0
Male,50.0,1,35.0,0,1-2 Year,Yes,39698.0,124.0,162,0
Male,65.0,1,33.0,0,1-2 Year,Yes,2630.0,124.0,151,0
Female,22.0,1,40.0,0,< 1 Year,Yes,2630.0,160.0,251,0
Female,29.0,1,3.0,1,< 1 Year,No,23608.0,152.0,74,0
Female,32.0,1,30.0,0,< 1 Year,Yes,24303.0,152.0,181,0
Male,74.0,1,28.0,1,1-2 Year,No,44728.0,122.0,176,0
Male,48.0,1,29.0,0,1-2 Year,Yes,24064.0,124.0,269,0
Female,27.0,1,33.0,1,< 1 Year,No,24226.0,152.0,208,0
Male,58.0,1,33.0,0,1-2 Year,Yes,30548.0,3.0,251,0
Female,43.0,1,33.0,0,1-2 Year,Yes,2630.0,160.0,255,0
Female,21.0,1,7.0,1,< 1 Year,No,2630.0,152.0,144,0
Male,47.0,1,28.0,0,> 2 Years,Yes,101575.0,26.0,281,0
Male,68.0,1,50.0,1,1-2 Year,No,39026.0,26.0,293,0
Male,36.0,1,28.0,1,1-2 Year,No,34012.0,154.0,236,0
Male,26.0,1,6.0,1,< 1 Year,No,34813.0,152.0,189,0
Female,27.0,1,41.0,1,< 1 Year,No,25557.0,152.0,158,0
Male,43.0,1,28.0,1,1-2 Year,Yes,23312.0,124.0,208,0
Female,25.0,1,30.0,1,< 1 Year,No,26581.0,152.0,260,0
Male,21.0,1,26.0,0,< 1 Year,No,20351.0,152.0,185,0
Male,52.0,1,41.0,0,> 2 Years,Yes,26119.0,12.0,260,1
Female,24.0,1,32.0,0,< 1 Year,Yes,34454.0,152.0,187,1
Male,26.0,1,11.0,1,< 1 Year,No,2630.0,152.0,215,0
Female,27.0,1,25.0,1,< 1 Year,No,29214.0,152.0,46,0
Male,28.0,1,41.0,0,< 1 Year,No,30822.0,152.0,97,0
Male,23.0,1,46.0,1,< 1 Year,No,23149.0,152.0,107,0
Male,37.0,1,3.0,0,1-2 Year,No,19744.0,124.0,207,0
Male,29.0,1,46.0,0,1-2 Year,Yes,24186.0,163.0,183,1
Female,34.0,1,28.0,0,< 1 Year,Yes,30269.0,26.0,129,0
Male,21.0,1,8.0,1,< 1 Year,No,29608.0,160.0,219,0
Female,30.0,1,18.0,1,< 1 Year,No,16566.0,152.0,69,0
Male,29.0,1,41.0,0,< 1 Year,Yes,36018.0,152.0,13,0
Male,30.0,1,12.0,0,< 1 Year,Yes,22910.0,152.0,28,1
Male,25.0,1,12.0,1,< 1 Year,Yes,34526.0,152.0,221,0
Female,24.0,1,11.0,0,< 1 Year,Yes,2630.0,152.0,53,1
Female,53.0,1,9.0,0,1-2 Year,Yes,29000.0,156.0,62,1
Male,22.0,1,8.0,0,< 1 Year,Yes,58023.0,152.0,237,0
Female,68.0,1,28.0,0,1-2 Year,Yes,30223.0,26.0,51,0
Male,56.0,1,28.0,1,1-2 Year,No,30950.0,154.0,181,0
Male,23.0,1,46.0,1,< 1 Year,No,44959.0,152.0,222,0
Female,23.0,1,15.0,0,< 1 Year,No,24675.0,152.0,152,0
Female,30.0,1,3.0,0,1-2 Year,No,19406.0,157.0,88,0
Male,22.0,1,41.0,0,< 1 Year,Yes,55794.0,124.0,126,0
Female,23.0,1,29.0,1,< 1 Year,No,29008.0,152.0,145,0
Male,57.0,1,8.0,0,> 2 Years,Yes,46581.0,26.0,131,1
Female,29.0,1,6.0,0,< 1 Year,Yes,21173.0,152.0,90,1
Female,21.0,1,3.0,1,< 1 Year,No,23093.0,160.0,44,0
Male,27.0,1,27.0,1,< 1 Year,No,24406.0,152.0,220,0
Female,49.0,1,48.0,0,> 2 Years,Yes,2630.0,124.0,260,1
Female,22.0,1,24.0,1,< 1 Year,No,38210.0,152.0,253,0
Female,21.0,1,30.0,1,< 1 Year,No,32124.0,152.0,271,0
Male,59.0,1,8.0,1,1-2 Year,No,33532.0,19.0,256,0
Female,48.0,1,9.0,0,1-2 Year,Yes,33020.0,124.0,228,0
Female,25.0,1,37.0,1,< 1 Year,No,33467.0,152.0,22,0
Female,60.0,1,28.0,0,1-2 Year,Yes,57834.0,124.0,75,0
Female,20.0,1,15.0,1,< 1 Year,Yes,35059.0,160.0,257,0
Male,29.0,1,45.0,1,< 1 Year,No,2630.0,152.0,178,0
Female,42.0,1,11.0,1,1-2 Year,No,2630.0,26.0,90,0
Female,49.0,1,8.0,0,1-2 Year,Yes,34998.0,7.0,47,1
Male,25.0,1,8.0,0,< 1 Year,Yes,40536.0,152.0,136,0
Female,51.0,1,7.0,1,1-2 Year,No,2630.0,26.0,38,0
Female,41.0,1,41.0,1,1-2 Year,No,25768.0,154.0,224,0
Female,23.0,1,30.0,1,< 1 Year,No,39091.0,152.0,90,0
Male,47.0,1,8.0,1,1-2 Year,No,41878.0,26.0,264,0
Female,37.0,1,28.0,1,1-2 Year,No,32875.0,124.0,61,0
Female,32.0,1,36.0,1,< 1 Year,No,35803.0,152.0,107,0
Male,44.0,1,31.0,1,1-2 Year,No,2630.0,26.0,158,0
Female,22.0,1,13.0,1,< 1 Year,No,37386.0,152.0,31,0
Female,41.0,1,14.0,0,1-2 Year,Yes,2630.0,157.0,242,1
Male,33.0,1,28.0,0,< 1 Year,Yes,45676.0,122.0,194,0
Female,26.0,1,47.0,1,< 1 Year,No,2630.0,152.0,296,0
Female,21.0,1,42.0,0,< 1 Year,Yes,35049.0,156.0,120,0
Female,26.0,1,21.0,0,< 1 Year,Yes,2630.0,152.0,253,0
Female,38.0,1,15.0,0,1-2 Year,Yes,41316.0,152.0,29,0
Male,48.0,1,28.0,0,1-2 Year,No,33068.0,23.0,105,0
Male,44.0,1,25.0,1,1-2 Year,No,30964.0,124.0,196,0
Male,23.0,1,11.0,0,< 1 Year,Yes,41450.0,152.0,83,0
Male,50.0,1,28.0,1,1-2 Year,No,34815.0,26.0,277,0
Female,25.0,1,30.0,1,< 1 Year,No,30799.0,152.0,173,0
Female,69.0,1,41.0,1,1-2 Year,No,31912.0,124.0,19,0
Female,21.0,1,34.0,0,< 1 Year,Yes,40356.0,152.0,130,0
Male,76.0,1,28.0,0,1-2 Year,No,39540.0,124.0,288,0
Male,36.0,1,28.0,0,1-2 Year,Yes,33134.0,152.0,287,0
Female,53.0,1,28.0,0,1-2 Year,Yes,35067.0,122.0,219,1
Female,25.0,1,44.0,1,< 1 Year,No,33274.0,152.0,156,0
Male,48.0,1,8.0,1,1-2 Year,No,54360.0,7.0,118,0
Male,43.0,1,15.0,0,1-2 Year,Yes,26451.0,163.0,152,1
Female,60.0,1,8.0,0,1-2 Year,Yes,42564.0,30.0,133,0
Male,26.0,1,28.0,1,< 1 Year,No,47218.0,152.0,258,0
